DepMap_ID,BRD-K09877029-001-01-2::2.5::HTS,BRD-K21025364-001-04-9::2.5::HTS,BRD-K21025364-001-05-6::2.44::HTS,BRD-K43578482-001-01-4::2.5::HTS,BRD-K79239947-001-06-8::2.5::HTS,BRD-K99545815-001-06-3::2.5::HTS
ACH-000468,-0.0328880678283,,-0.19933629831,0.63691360204,0.0434451052838,-0.295995483091
ACH-000469,-0.975792913037,-1.89138113618,-0.767846778317,-0.515980902412,0.0753630497078,-1.0257271327
ACH-000470,0.391650913076,-1.29626443589,0.514224693938,0.0472053403251,1.03853530507,-0.235876658423
ACH-000471,-0.808584375687,-1.38421561504,0.0325332459968,1.27486265824,0.485605556849,1.98115621979
ACH-000472,0.105719430442,-1.48507015381,-1.74621388364,-0.118809419653,-0.192853881463,0.209752202543
ACH-000473,-1.25128643847,-0.0718106413861,-2.64549230902,-0.860276763971,-0.639963218489,0.203765608383
ACH-000475,-0.134340725485,-1.10802875972,-1.3108943883,-0.409856755471,-0.874453367967,-1.35462404281
ACH-000476,0.40373024576,-0.39664995122,-0.562977164457,0.459825924336,0.95973506224,0.838912100204
ACH-000477,-0.28592226141,-0.725268761696,-0.12432845992,0.859977090837,0.804706326328,-0.0375375939787
ACH-000479,0.503802400113,-1.09233695571,0.532610910941,0.89373104958,1.27472582367,-0.534854682997
ACH-000480,-0.941180444264,-0.678255447819,-0.180732326313,0.0251388874658,-0.482895565051,0.0222733859437
ACH-000481,-0.57638375531,-0.715338373177,-0.739039761754,-0.494501677735,0.0720968236645,-3.10329598874
ACH-000482,-0.320494603223,-1.82617523856,0.24934077819,0.92233400612,0.884082580133,-1.1041208618
ACH-000483,0.65806097657,-0.193735710504,1.1490589292,0.343674167694,0.826217416882,0.989949346037
ACH-000484,0.364024348639,-0.290734391128,-1.77282218365,1.57701951393,0.727380231943,1.34671083504
ACH-000485,0.616222418598,-1.58366237656,,,-0.329397879761,
ACH-000486,0.295376845028,-2.10087402997,-1.7010073736,0.251137824498,0.0368027647066,-0.0191655029088
ACH-000488,-1.93405373166,-4.73448052936,,-1.43534300628,-0.534962562913,-1.34144220528
ACH-000489,0.842503650612,-1.56735434104,0.604695838627,1.17201551117,0.658427063666,1.78082377745
ACH-000493,-0.645246848031,-3.28962654075,-1.14297226572,0.120528376175,-0.516967274763,-0.869689914323
ACH-000495,0.605249597674,-1.60755352167,-1.66617436712,-0.244808005526,0.521135009247,-1.55699508598
ACH-000496,-1.6353180441,-4.42795646927,-2.77466851452,-0.392461353557,0.58224216319,-2.19584673363
ACH-000499,-1.41798190276,-2.41293549571,-1.95217369222,0.0120675160725,0.657707151737,-2.54176136012
ACH-000500,-0.285292943952,-3.25556196061,-3.05211384131,0.269390024578,0.861990771622,0.0858378884023
ACH-000502,-0.308446289511,-2.9609888429,-1.04499404678,0.685107188836,0.277683104414,-1.55295957955
ACH-000503,-1.55964157579,-1.77129643151,-1.3146456842,0.38313249423,0.554210388886,-1.62484945522
ACH-000504,-0.022031194677,-1.5433197587,-2.17630550694,0.203186374698,0.594978409776,-0.371902950114
ACH-000505,-0.198857606771,-1.21221263371,-0.299772291898,0.90895968493,0.0627742891104,-0.391207483903
ACH-000507,-0.318045189131,-2.71261267655,-0.86172580101,-0.0824034395299,0.322149669462,-1.43744827209
ACH-000510,-0.303134893546,-0.93465472352,-1.20038664565,-0.281084477502,0.36386718186,-1.3444678827
ACH-000511_FAILED_STR,0.135790388562,-0.926029442573,-2.13662245238,0.531510504064,0.712533011623,-0.718046190224
